,Index_,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,MCI,Division,Hood_ID,Neighbourhood,ObjectId,Lat,Long,Postal Code
9443,80619,2018-03-02T20:54:00.000Z,2018-03-02T20:57:00.000Z,Outside,1430,100,Assault,Assault,D22,14,Islington-City Centre West (14),74791,43.6123085,-79.5626755,
9444,80626,2018-03-10T16:25:00.000Z,2018-03-10T16:28:00.000Z,Outside,1430,100,Assault,Assault,D32,31,Yorkdale-Glen Park (31),74798,43.7248802,-79.4482651,
9445,80629,2018-03-06T11:44:00.000Z,2018-03-06T12:17:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),74801,43.6473961,-79.3861084,
9446,80631,2018-03-06T17:30:00.000Z,2018-03-06T17:37:00.000Z,Outside,1430,100,Assault,Assault,D41,123,Cliffcrest (123),74803,43.7111244,-79.2481842,
9447,80985,2018-05-30T07:05:00.000Z,2018-05-30T07:05:00.000Z,Outside,1430,100,Assault,Assault,D43,134,Highland Creek (134),74804,43.7831039,-79.1831741,
9448,81010,2018-05-30T09:40:00.000Z,2018-05-30T09:54:00.000Z,Outside,1430,100,Assault,Assault,D52,75,Church-Yonge Corridor (75),74831,43.6639061,-79.3841553,
9449,81016,2018-05-30T20:28:00.000Z,2018-05-30T20:35:00.000Z,Outside,1430,100,Assault,Assault,D31,22,Humbermede (22),74837,43.7389908,-79.5394516,
9450,81026,2018-05-31T19:34:00.000Z,2018-05-31T19:51:00.000Z,Outside,1430,100,Assault,Assault,D33,42,Banbury-Don Mills (42),74847,43.737072,-79.3467636,
9451,80168,2018-02-16T23:55:00.000Z,2018-02-16T23:59:00.000Z,Outside,1430,100,Assault,Assault,D22,14,Islington-City Centre West (14),74887,43.6467743,-79.5305557,
9452,80465,2018-03-04T00:30:00.000Z,2018-03-04T00:37:00.000Z,Outside,1430,100,Assault,Assault,D41,126,Dorset Park (126),74938,43.7634277,-79.2913666,
9453,80482,2018-04-22T02:49:00.000Z,2018-04-22T02:49:00.000Z,Outside,1430,100,Assault,Assault,D51,70,South Riverdale (70),74955,43.6430931,-79.3506165,
9454,80490,2018-03-01T19:00:00.000Z,2018-03-02T15:54:00.000Z,Outside,1430,100,Assault,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),74962,43.6183815,-79.4992981,
9455,81574,2018-04-30T12:45:00.000Z,2018-04-30T14:24:00.000Z,Outside,1430,100,Assault,Assault,D43,127,Bendale (127),75001,43.7725296,-79.2546463,
9456,81577,2018-04-30T14:30:00.000Z,2018-04-30T14:35:00.000Z,Outside,1430,100,Assault,Assault,D52,75,Church-Yonge Corridor (75),75007,43.6630249,-79.3837891,
9457,81581,2018-05-05T22:28:00.000Z,2018-05-05T22:28:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),75015,43.6590996,-79.3821182,
9458,81177,2018-05-30T11:09:00.000Z,2018-05-30T11:09:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),75026,43.6531105,-79.3875809,
9459,81180,2018-05-30T18:00:00.000Z,2018-05-30T20:45:00.000Z,Outside,1430,100,Assault,Assault,D55,70,South Riverdale (70),75029,43.661602,-79.3376999,
9460,81194,2018-06-06T15:30:00.000Z,2018-06-06T15:47:00.000Z,Outside,1430,100,Assault,Assault,D54,60,Woodbine-Lumsden (60),75043,43.6985893,-79.318367,
9461,81195,2018-06-06T15:57:00.000Z,2018-06-06T18:03:00.000Z,Outside,1430,100,Assault,Assault,D31,26,Downsview-Roding-CFB (26),75044,43.7209167,-79.5086365,
9462,81197,2018-06-06T19:55:00.000Z,2018-06-06T19:57:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),75046,43.6639061,-79.3841553,
9463,81261,2018-03-12T13:20:00.000Z,2018-03-12T13:20:00.000Z,Outside,1430,100,Assault,Assault,D43,136,West Hill (136),75109,43.7620163,-79.1947403,
9464,81268,2018-03-26T19:50:00.000Z,2018-03-26T19:53:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),75139,43.6452942,-79.3824692,
9465,81846,2018-04-07T13:15:00.000Z,2018-04-07T13:15:00.000Z,Outside,1430,100,Assault,Assault,D51,72,Regent Park (72),75189,43.6603622,-79.3617859,
9466,81847,2018-04-07T13:15:00.000Z,2018-04-07T13:15:00.000Z,Outside,1430,100,Assault,Assault,D51,72,Regent Park (72),75190,43.6603622,-79.3617859,
9467,81862,2018-04-14T23:40:00.000Z,2018-04-14T23:42:00.000Z,Outside,1430,100,Assault,Assault,D31,25,Glenfield-Jane Heights (25),75205,43.7492294,-79.5104523,
9468,81905,2018-03-20T22:30:00.000Z,2018-03-21T00:51:00.000Z,Outside,1430,100,Assault,Assault,D55,70,South Riverdale (70),75304,43.6692543,-79.3356094,
9469,81416,2018-02-16T23:20:00.000Z,2018-02-17T00:59:00.000Z,Outside,1430,100,Assault,Assault,D32,52,Bayview Village (52),75320,43.7725487,-79.389389,
9470,81425,2018-03-14T01:45:00.000Z,2018-03-14T01:46:00.000Z,Outside,1430,100,Assault,Assault,D52,78,Kensington-Chinatown (78),75329,43.6501961,-79.3897552,
9471,81438,2018-06-07T20:10:00.000Z,2018-06-07T20:15:00.000Z,Outside,1430,100,Assault,Assault,D41,127,Bendale (127),75342,43.7496948,-79.2644653,
9472,81445,2018-06-14T09:30:00.000Z,2018-06-14T19:30:00.000Z,Outside,1430,100,Assault,Assault,D53,98,Rosedale-Moore Park (98),75349,43.6708069,-79.3842087,
9473,81454,2018-05-08T18:25:00.000Z,2018-05-08T18:33:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),75358,43.6447754,-79.3850174,
9474,81468,2018-03-17T00:01:00.000Z,2018-04-01T14:00:00.000Z,Outside,1430,100,Assault,Assault,D51,74,North St.James Town (74),75371,43.6679115,-79.3709106,
9475,81939,2018-04-22T14:20:00.000Z,2018-04-22T14:22:00.000Z,Outside,1430,100,Assault,Assault,D13,108,Briar Hill-Belgravia (108),75408,43.6965027,-79.4520645,
9476,81948,2018-04-30T16:50:00.000Z,2018-04-30T16:59:00.000Z,Outside,1430,100,Assault,Assault,D32,27,York University Heights (27),75416,43.7847023,-79.4810562,
9477,81955,2018-05-05T06:54:00.000Z,2018-05-05T16:10:00.000Z,Outside,1430,100,Assault,Assault,D41,121,Oakridge (121),75423,43.6971779,-79.2748337,
9478,81960,2018-05-08T10:00:00.000Z,2018-05-08T15:19:00.000Z,Outside,1430,100,Assault,Assault,D33,42,Banbury-Don Mills (42),75428,43.7205048,-79.3388748,
9479,81699,2018-03-21T11:30:00.000Z,2018-03-21T15:11:00.000Z,Outside,1430,100,Assault,Assault,D52,77,Waterfront Communities-The Island (77),75479,43.6473236,-79.3928604,
9480,81306,2018-03-05T16:00:00.000Z,2018-03-06T10:47:00.000Z,Outside,1430,100,Assault,Assault,D11,88,High Park North (88),75514,43.6563225,-79.4524536,
9481,81310,2018-03-06T13:15:00.000Z,2018-03-06T13:28:00.000Z,Outside,1430,100,Assault,Assault,D54,66,Danforth (66),75518,43.6817551,-79.3352051,
9482,81311,2018-03-06T13:15:00.000Z,2018-03-06T13:28:00.000Z,Outside,1430,100,Assault,Assault,D54,66,Danforth (66),75519,43.6817551,-79.3352051,
9483,81345,2018-05-29T23:00:00.000Z,2018-05-30T03:44:00.000Z,Outside,1430,100,Assault,Assault,D55,70,South Riverdale (70),75553,43.6600647,-79.3523102,
9484,81360,2018-04-01T22:18:00.000Z,2018-04-02T22:18:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),75568,43.7620926,-79.2453079,
9485,81728,2018-05-14T18:30:00.000Z,2018-05-15T22:30:00.000Z,Outside,1430,100,Assault,Assault,D13,93,Dovercourt-Wallace Emerson-Junction (93),75606,43.6721458,-79.4406281,
9486,81748,2018-03-21T11:30:00.000Z,2018-03-21T15:11:00.000Z,Outside,1430,100,Assault,Assault,D52,77,Waterfront Communities-The Island (77),75623,43.6473236,-79.3928604,
9487,81777,2018-05-30T17:40:00.000Z,2018-05-30T17:41:00.000Z,Outside,1430,100,Assault,Assault,D14,93,Dovercourt-Wallace Emerson-Junction (93),75651,43.6611519,-79.4294357,
9488,81785,2018-06-07T10:20:00.000Z,2018-06-07T11:32:00.000Z,Outside,1430,100,Assault,Assault,D53,99,Mount Pleasant East (99),75659,43.7096176,-79.3906555,
9489,81786,2018-06-07T16:29:00.000Z,2018-06-07T16:29:00.000Z,Outside,1430,100,Assault,Assault,D11,93,Dovercourt-Wallace Emerson-Junction (93),75660,43.6653748,-79.4434433,
9490,81788,2018-06-07T19:56:00.000Z,2018-06-07T19:56:00.000Z,Outside,1430,100,Assault,Assault,D41,122,Birchcliffe-Cliffside (122),75661,43.705452,-79.2584,
9491,82125,2018-03-26T00:28:00.000Z,2018-03-26T00:28:00.000Z,Outside,1430,100,Assault,Assault,D55,62,East End-Danforth (62),75670,43.680542,-79.2870865,
9492,82129,2018-03-27T17:20:00.000Z,2018-03-27T17:28:00.000Z,Outside,1430,100,Assault,Assault,D54,66,Danforth (66),75678,43.682148,-79.3293304,
9493,81629,2018-05-05T22:28:00.000Z,2018-05-05T22:28:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),75687,43.6590996,-79.3821182,
9494,81633,2018-03-29T18:00:00.000Z,2018-03-31T13:35:00.000Z,Outside,1430,100,Assault,Assault,D32,51,Willowdale East (51),75691,43.7615128,-79.4109344,
9495,81645,2018-05-15T11:30:00.000Z,2018-05-15T13:31:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),75703,43.7598267,-79.2253265,
9496,81647,2018-05-16T02:25:00.000Z,2018-05-16T02:25:00.000Z,Outside,1430,100,Assault,Assault,D13,92,Corso Italia-Davenport (92),75705,43.6786957,-79.4397583,
9497,81651,2018-05-16T17:29:00.000Z,2018-05-16T17:30:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),75709,43.6687431,-79.3861618,
9498,81652,2018-05-16T17:29:00.000Z,2018-05-16T17:30:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),75710,43.6687431,-79.3861618,
9499,81676,2018-03-21T18:10:00.000Z,2018-03-21T20:42:00.000Z,Outside,1430,100,Assault,Assault,D53,98,Rosedale-Moore Park (98),75730,43.6711235,-79.3871536,
9500,82136,2018-03-23T15:00:00.000Z,2018-03-26T09:40:00.000Z,Outside,1430,100,Assault,Assault,D55,70,South Riverdale (70),75738,43.6604767,-79.3505173,
9501,81481,2018-04-11T13:35:00.000Z,2018-04-11T13:35:00.000Z,Outside,1430,100,Assault,Assault,D43,136,West Hill (136),75811,43.7676544,-79.1896133,
9502,81482,2018-04-11T13:35:00.000Z,2018-04-11T13:35:00.000Z,Outside,1430,100,Assault,Assault,D43,136,West Hill (136),75812,43.7676544,-79.1896133,
9503,81483,2018-04-11T06:45:00.000Z,2018-04-11T15:44:00.000Z,Outside,1430,100,Assault,Assault,D22,14,Islington-City Centre West (14),75813,43.6271896,-79.524704,
9504,81486,2018-03-06T08:30:00.000Z,2018-03-06T10:58:00.000Z,Outside,1430,100,Assault,Assault,D42,116,Steeles (116),75816,43.8169212,-79.3274384,
9505,81496,2018-03-14T23:49:00.000Z,2018-03-14T23:49:00.000Z,Outside,1430,100,Assault,Assault,D52,75,Church-Yonge Corridor (75),75826,43.6639061,-79.3841553,
9506,81500,2018-03-23T14:30:00.000Z,2018-03-29T19:23:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),75830,43.6582947,-79.3710327,
9507,81512,2018-04-11T16:13:00.000Z,2018-04-11T16:13:00.000Z,Outside,1430,100,Assault,Assault,D42,131,Rouge (131),75841,43.8019753,-79.1997681,
9508,81517,2018-03-17T11:00:00.000Z,2018-03-17T14:23:00.000Z,Outside,1430,100,Assault,Assault,D11,90,Junction Area (90),75846,43.6654053,-79.4645615,
9509,81520,2018-03-17T02:00:00.000Z,2018-03-17T19:39:00.000Z,Outside,1430,100,Assault,Assault,D14,81,Trinity-Bellwoods (81),75849,43.6488876,-79.4206009,
9510,81527,2018-05-02T09:30:00.000Z,2018-05-05T14:46:00.000Z,Outside,1430,100,Assault,Assault,D55,65,Greenwood-Coxwell (65),75854,43.6796722,-79.3316345,
9511,81539,2018-03-14T03:06:00.000Z,2018-03-14T04:12:00.000Z,Outside,1430,100,Assault,Assault,D32,51,Willowdale East (51),75866,43.760334,-79.4093781,
9512,81545,2018-03-16T16:50:00.000Z,2018-03-16T18:02:00.000Z,Outside,1430,100,Assault,Assault,D22,14,Islington-City Centre West (14),75872,43.633213,-79.5317993,
9513,81557,2018-03-16T23:21:00.000Z,2018-03-16T23:21:00.000Z,Outside,1430,100,Assault,Assault,D51,77,Waterfront Communities-The Island (77),75884,43.6472588,-79.3733139,
9514,81573,2018-04-30T05:40:00.000Z,2018-04-30T06:54:00.000Z,Outside,1430,100,Assault,Assault,D22,16,Stonegate-Queensway (16),75900,43.6298409,-79.4867325,
9515,81998,2018-03-25T13:00:00.000Z,2018-03-25T20:07:00.000Z,Outside,1430,100,Assault,Assault,D13,108,Briar Hill-Belgravia (108),75901,43.6930313,-79.4622116,
9516,82003,2018-03-26T11:30:00.000Z,2018-03-26T16:26:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),75906,43.7797546,-79.2171402,
9517,82004,2018-03-26T11:30:00.000Z,2018-03-26T16:26:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),75907,43.7797546,-79.2171402,
9518,82005,2018-03-26T17:30:00.000Z,2018-03-26T17:33:00.000Z,Outside,1430,100,Assault,Assault,D22,18,New Toronto (18),75908,43.6007652,-79.5052719,
9519,82015,2018-05-30T20:50:00.000Z,2018-05-30T20:57:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),75918,43.6606827,-79.374733,
9520,82017,2018-05-31T00:34:00.000Z,2018-05-31T00:34:00.000Z,Outside,1430,100,Assault,Assault,D31,24,Black Creek (24),75920,43.7737198,-79.5297699,
9521,82020,2018-05-31T22:30:00.000Z,2018-05-31T22:43:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),75923,43.7817497,-79.2338943,
9522,82022,2018-06-06T00:00:00.000Z,2018-06-06T00:00:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),75925,43.6531715,-79.3757706,
9523,82037,2018-06-07T16:50:00.000Z,2018-06-07T16:50:00.000Z,Outside,1430,100,Assault,Assault,D42,117,L'Amoreaux (117),75940,43.7758904,-79.3204041,
9524,82041,2018-06-06T08:00:00.000Z,2018-06-06T09:40:00.000Z,Outside,1430,100,Assault,Assault,D32,35,Westminster-Branson (35),75944,43.7886505,-79.4631882,
9525,82096,2018-03-26T14:32:00.000Z,2018-03-26T14:32:00.000Z,Outside,1430,100,Assault,Assault,D12,29,Maple Leaf (29),75998,43.7086601,-79.4780655,
9526,82097,2018-03-26T18:30:00.000Z,2018-03-26T19:06:00.000Z,Outside,1430,100,Assault,Assault,D53,104,Mount Pleasant West (104),75999,43.7073326,-79.3954926,
9527,83499,2018-04-17T08:00:00.000Z,2018-04-17T08:09:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),77012,43.7870255,-79.2290649,
9528,83505,2018-05-01T18:30:00.000Z,2018-05-01T18:54:00.000Z,Outside,1430,100,Assault,Assault,D23,1,West Humber-Clairville (1),77018,43.7204056,-79.6125946,
9529,84036,2018-05-03T12:39:00.000Z,2018-05-03T12:39:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),77130,43.8071899,-79.2703934,
9530,84071,2018-01-31T17:30:00.000Z,2018-01-31T17:32:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),77164,43.66465,-79.3805237,
9531,84073,2018-01-31T15:50:00.000Z,2018-01-31T15:53:00.000Z,Outside,1430,100,Assault,Assault,D41,126,Dorset Park (126),77166,43.7658043,-79.2810745,
9532,84076,2018-02-06T14:15:00.000Z,2018-02-06T18:27:00.000Z,Outside,1430,100,Assault,Assault,D43,139,Scarborough Village (139),77169,43.7431831,-79.2189102,
9533,84097,2018-01-05T18:30:00.000Z,2018-01-05T19:02:00.000Z,Outside,1430,100,Assault,Assault,D31,26,Downsview-Roding-CFB (26),77191,43.7285652,-79.4825287,
9534,84098,2018-01-05T18:30:00.000Z,2018-01-05T19:02:00.000Z,Outside,1430,100,Assault,Assault,D31,26,Downsview-Roding-CFB (26),77192,43.7285652,-79.4825287,
9535,83270,2018-04-09T18:00:00.000Z,2018-04-09T18:02:00.000Z,Outside,1430,100,Assault,Assault,D13,31,Yorkdale-Glen Park (31),77211,43.7069855,-79.4531784,
9536,83272,2018-04-11T11:56:00.000Z,2018-04-11T11:56:00.000Z,Outside,1430,100,Assault,Assault,D23,4,Rexdale-Kipling (4),77226,43.7117043,-79.5667038,
9537,83289,2018-05-03T21:51:00.000Z,2018-05-03T21:53:00.000Z,Outside,1430,100,Assault,Assault,D32,35,Westminster-Branson (35),77266,43.772316,-79.450943,
9538,83291,2018-05-10T02:10:00.000Z,2018-05-10T02:14:00.000Z,Outside,1430,100,Assault,Assault,D52,75,Church-Yonge Corridor (75),77268,43.6579094,-79.3815842,
9539,83292,2018-05-10T08:45:00.000Z,2018-05-10T08:45:00.000Z,Outside,1430,100,Assault,Assault,D22,14,Islington-City Centre West (14),77269,43.6378555,-79.5336609,
9540,83336,2018-07-16T00:00:00.000Z,2018-07-16T00:23:00.000Z,Outside,1430,100,Assault,Assault,D14,79,University (79),77313,43.6564827,-79.4077225,
9541,83337,2018-07-16T04:03:00.000Z,2018-07-16T04:03:00.000Z,Outside,1430,100,Assault,Assault,D52,78,Kensington-Chinatown (78),77314,43.6538239,-79.3938599,
9542,83352,2018-06-02T18:22:00.000Z,2018-06-08T19:11:00.000Z,Outside,1430,100,Assault,Assault,D54,61,Taylor-Massey (61),77327,43.6951332,-79.3034821,
9543,83370,2018-04-21T13:26:00.000Z,2018-04-21T13:26:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),77344,43.6573067,-79.3734589,
9544,83373,2018-04-24T15:45:00.000Z,2018-04-24T18:49:00.000Z,Outside,1430,100,Assault,Assault,D22,19,Long Branch (19),77346,43.5910645,-79.5290833,
9545,83375,2018-04-24T21:37:00.000Z,2018-04-24T21:40:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),77348,43.6608162,-79.3858566,
9546,84230,2018-01-01T11:01:00.000Z,2018-05-04T11:01:00.000Z,Outside,1430,100,Assault,Assault,D41,119,Wexford/Maryvale (119),77354,43.7546349,-79.3114929,
9547,84129,2018-03-31T21:16:00.000Z,2018-03-31T21:16:00.000Z,Outside,1430,100,Assault,Assault,D12,111,Rockcliffe-Smythe (111),77393,43.678154,-79.4809647,
9548,84246,2018-05-02T22:34:00.000Z,2018-05-03T02:17:00.000Z,Outside,1430,100,Assault,Assault,D32,41,Bridle Path-Sunnybrook-York Mills (41),77397,43.7389755,-79.3946991,
9549,84249,2018-05-04T00:25:00.000Z,2018-05-04T00:25:00.000Z,Outside,1430,100,Assault,Assault,D14,77,Waterfront Communities-The Island (77),77400,43.644455,-79.4000931,
9550,84251,2018-05-04T17:15:00.000Z,2018-05-04T17:20:00.000Z,Outside,1430,100,Assault,Assault,D54,60,Woodbine-Lumsden (60),77402,43.6865273,-79.3131485,
9551,84268,2018-05-01T19:30:00.000Z,2018-05-01T21:08:00.000Z,Outside,1430,100,Assault,Assault,D41,125,Ionview (125),77419,43.7287025,-79.2717514,
9552,84287,2018-07-28T14:45:00.000Z,2018-08-24T00:02:00.000Z,Outside,1430,100,Assault,Assault,D41,121,Oakridge (121),77436,43.7032204,-79.2795181,
9553,83822,2018-07-08T04:44:00.000Z,2018-07-08T09:46:00.000Z,Outside,1430,100,Assault,Assault,D32,51,Willowdale East (51),77505,43.7769508,-79.4148483,
9554,83823,2018-07-08T08:50:00.000Z,2018-07-08T08:55:00.000Z,Outside,1430,100,Assault,Assault,D55,63,The Beaches (63),77511,43.6592369,-79.3284378,
9555,83600,2018-07-07T19:15:00.000Z,2018-07-07T19:22:00.000Z,Outside,1430,100,Assault,Assault,D43,138,Eglinton East (138),77513,43.7366982,-79.248085,
9556,83424,2018-07-16T18:35:00.000Z,2018-07-16T18:40:00.000Z,Outside,1430,100,Assault,Assault,D51,71,Cabbagetown-South St.James Town (71),77548,43.6637077,-79.3592453,
9557,83824,2018-07-08T11:15:00.000Z,2018-07-08T11:33:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),77606,43.7555504,-79.2454224,
9558,84139,2018-04-21T01:52:00.000Z,2018-04-21T01:52:00.000Z,Outside,1430,100,Assault,Assault,D31,25,Glenfield-Jane Heights (25),77607,43.7522507,-79.5129395,
9559,83729,2018-07-16T00:30:00.000Z,2018-07-16T00:45:00.000Z,Outside,1430,100,Assault,Assault,D14,93,Dovercourt-Wallace Emerson-Junction (93),77610,43.6628456,-79.4248962,
9560,83827,2018-08-06T18:50:00.000Z,2018-08-06T19:57:00.000Z,Outside,1430,100,Assault,Assault,D12,111,Rockcliffe-Smythe (111),77614,43.6739922,-79.4947433,
9561,84142,2018-04-21T17:25:00.000Z,2018-04-21T19:05:00.000Z,Outside,1430,100,Assault,Assault,D52,75,Church-Yonge Corridor (75),77619,43.6540642,-79.3799744,
9562,83730,2018-07-16T08:34:00.000Z,2018-07-16T08:34:00.000Z,Outside,1430,100,Assault,Assault,D52,95,Annex (95),77620,43.6687202,-79.3941422,
9563,84143,2018-04-24T07:04:00.000Z,2018-04-24T07:04:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),77624,43.6582947,-79.3710327,
9564,83731,2018-07-16T08:34:00.000Z,2018-07-16T08:34:00.000Z,Outside,1430,100,Assault,Assault,D52,95,Annex (95),77625,43.6687202,-79.3941422,
9565,83832,2018-08-07T10:37:00.000Z,2018-08-07T10:37:00.000Z,Outside,1430,100,Assault,Assault,D41,126,Dorset Park (126),77634,43.7475204,-79.2848358,
9566,83833,2018-08-07T06:59:00.000Z,2018-08-07T07:37:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),77635,43.6574173,-79.3813705,
9567,83834,2018-08-07T06:59:00.000Z,2018-08-07T07:37:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),77636,43.6574173,-79.3813705,
9568,83837,2018-08-07T16:41:00.000Z,2018-08-07T17:11:00.000Z,Outside,1430,100,Assault,Assault,D51,71,Cabbagetown-South St.James Town (71),77639,43.6634293,-79.3603287,
9569,83880,2018-02-22T10:15:00.000Z,2018-02-22T10:26:00.000Z,Outside,1430,100,Assault,Assault,D42,128,Agincourt South-Malvern West (128),77680,43.7832909,-79.2882614,
9570,83881,2018-02-22T08:20:00.000Z,2018-02-22T08:36:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),77681,43.655899,-79.3714447,
9571,83887,2018-08-07T16:41:00.000Z,2018-08-07T17:11:00.000Z,Outside,1430,100,Assault,Assault,D51,71,Cabbagetown-South St.James Town (71),77686,43.6634293,-79.3603287,
9572,83895,2018-08-09T04:10:00.000Z,2018-08-09T04:24:00.000Z,Outside,1430,100,Assault,Assault,D23,7,Willowridge-Martingrove-Richview (7),77694,43.6808968,-79.5660706,
9573,83739,2018-07-22T03:00:00.000Z,2018-07-22T13:57:00.000Z,Outside,1430,100,Assault,Assault,D31,26,Downsview-Roding-CFB (26),77707,43.7190781,-79.5081558,
9574,83740,2018-07-22T03:00:00.000Z,2018-07-22T13:57:00.000Z,Outside,1430,100,Assault,Assault,D31,26,Downsview-Roding-CFB (26),77708,43.7190781,-79.5081558,
9575,84149,2018-01-24T11:05:00.000Z,2018-01-24T11:09:00.000Z,Outside,1430,100,Assault,Assault,D41,122,Birchcliffe-Cliffside (122),77769,43.7087784,-79.2497711,
9576,84168,2018-02-06T13:02:00.000Z,2018-02-06T13:02:00.000Z,Outside,1430,100,Assault,Assault,D23,1,West Humber-Clairville (1),77788,43.7530403,-79.6195297,
9577,84169,2018-02-12T10:20:00.000Z,2018-02-12T10:20:00.000Z,Outside,1430,100,Assault,Assault,D12,91,Weston-Pellam Park (91),77789,43.6809578,-79.4625397,
9578,84190,2018-05-07T16:15:00.000Z,2018-05-07T16:29:00.000Z,Outside,1430,100,Assault,Assault,D41,127,Bendale (127),77808,43.7729683,-79.2729874,
9579,83930,2018-06-04T14:45:00.000Z,2018-06-05T13:27:00.000Z,Outside,1430,100,Assault,Assault,D43,134,Highland Creek (134),77839,43.7865829,-79.1883087,
9580,83944,2018-08-07T18:00:00.000Z,2018-08-07T18:04:00.000Z,Outside,1430,100,Assault,Assault,D32,51,Willowdale East (51),77853,43.7692757,-79.4129028,
9581,83945,2018-08-07T19:40:00.000Z,2018-08-07T19:42:00.000Z,Outside,1430,100,Assault,Assault,D31,21,Humber Summit (21),77854,43.754631,-79.5625458,
9582,83947,2018-08-07T19:10:00.000Z,2018-08-07T19:10:00.000Z,Outside,1430,100,Assault,Assault,D14,95,Annex (95),77856,43.6656799,-79.4086838,
9583,83958,2018-04-08T03:15:00.000Z,2018-04-08T03:46:00.000Z,Outside,1430,100,Assault,Assault,D14,85,South Parkdale (85),77867,43.6396942,-79.4324417,
9584,83961,2018-04-08T15:45:00.000Z,2018-04-08T16:17:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),77870,43.6566505,-79.376564,
9585,83967,2018-04-21T02:07:00.000Z,2018-04-21T02:07:00.000Z,Outside,1430,100,Assault,Assault,D32,51,Willowdale East (51),77876,43.7665672,-79.4122086,
9586,83974,2018-04-24T00:43:00.000Z,2018-04-24T00:43:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),77883,43.6561661,-79.3701248,
9587,83990,2018-07-15T03:25:00.000Z,2018-07-15T03:30:00.000Z,Outside,1430,100,Assault,Assault,D14,82,Niagara (82),77898,43.6337318,-79.4253693,
9588,83991,2018-07-15T06:15:00.000Z,2018-07-15T06:20:00.000Z,Outside,1430,100,Assault,Assault,D11,85,South Parkdale (85),77899,43.6370049,-79.4466934,
9589,83995,2018-07-15T18:09:00.000Z,2018-07-15T18:15:00.000Z,Outside,1430,100,Assault,Assault,D42,118,Tam O'Shanter-Sullivan (118),77903,43.7805138,-79.3003922,
9590,83996,2018-07-15T21:53:00.000Z,2018-07-15T21:53:00.000Z,Outside,1430,100,Assault,Assault,D31,24,Black Creek (24),77904,43.759819,-79.510704,
9591,83998,2018-07-16T10:39:00.000Z,2018-07-16T10:40:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),77906,43.6693687,-79.3864212,
9592,83652,2018-07-08T15:55:00.000Z,2018-07-08T16:02:00.000Z,Outside,1430,100,Assault,Assault,D14,81,Trinity-Bellwoods (81),77961,43.6466827,-79.4065781,
9593,83656,2018-07-08T22:00:00.000Z,2018-07-08T22:00:00.000Z,Outside,1430,100,Assault,Assault,D32,32,Englemount-Lawrence (32),77965,43.7292175,-79.4341736,
9594,83657,2018-07-08T23:00:00.000Z,2018-07-08T23:32:00.000Z,Outside,1430,100,Assault,Assault,D41,138,Eglinton East (138),77966,43.7350769,-79.2556076,
9595,83662,2018-07-15T04:15:00.000Z,2018-07-15T04:19:00.000Z,Outside,1430,100,Assault,Assault,D52,75,Church-Yonge Corridor (75),77971,43.6613731,-79.38311,
9596,83665,2018-07-15T21:15:00.000Z,2018-07-15T21:23:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),77974,43.656292,-79.3795776,
